date,gz_vibration_g.mean_value
11/27/2025 4:50:00.908000000 PM,-0.1162109375
11/27/2025 4:50:00.947000000 PM,-0.1064453125
11/27/2025 4:50:00.989000000 PM,-0.1611328125
11/27/2025 4:50:01.030000000 PM,-0.078125
11/27/2025 4:50:01.071000000 PM,-0.0966796875
11/27/2025 4:50:01.112000000 PM,-0.10546875
11/27/2025 4:50:01.154000000 PM,-0.11328125
11/27/2025 4:50:01.196000000 PM,-0.107421875
11/27/2025 4:50:01.235000000 PM,-0.11328125
11/27/2025 4:50:01.280000000 PM,-0.1123046875
11/27/2025 4:50:01.322000000 PM,-0.109375
11/27/2025 4:50:01.362000000 PM,-0.1142578125
11/27/2025 4:50:01.404000000 PM,-0.1103515625
11/27/2025 4:50:01.446000000 PM,-0.1103515625
11/27/2025 4:50:01.486000000 PM,-0.1142578125
11/27/2025 4:50:01.527000000 PM,-0.109375
11/27/2025 4:50:01.566000000 PM,-0.11328125
11/27/2025 4:50:01.608000000 PM,-0.1142578125
11/27/2025 4:50:01.650000000 PM,-0.1064453125
11/27/2025 4:50:01.690000000 PM,-0.115234375
11/27/2025 4:50:01.732000000 PM,-0.1162109375
11/27/2025 4:50:01.773000000 PM,-0.1142578125
11/27/2025 4:50:01.812000000 PM,-0.111328125
11/27/2025 4:50:01.854000000 PM,-0.1064453125
11/27/2025 4:50:01.893000000 PM,-0.111328125
11/27/2025 4:50:01.939000000 PM,-0.1103515625
11/27/2025 4:50:01.981000000 PM,-0.1103515625
11/27/2025 4:50:02.020000000 PM,-0.111328125
11/27/2025 4:50:02.060000000 PM,-0.1103515625
11/27/2025 4:50:02.101000000 PM,-0.109375
11/27/2025 4:50:02.143000000 PM,-0.11328125
11/27/2025 4:50:02.184000000 PM,-0.1103515625
11/27/2025 4:50:02.222000000 PM,-0.1064453125
11/27/2025 4:50:02.266000000 PM,-0.1123046875
11/27/2025 4:50:02.307000000 PM,-0.1171875
11/27/2025 4:50:02.346000000 PM,-0.1103515625
11/27/2025 4:50:02.388000000 PM,-0.11328125
11/27/2025 4:50:02.429000000 PM,-0.111328125
11/27/2025 4:50:02.468000000 PM,-0.109375
11/27/2025 4:50:02.511000000 PM,-0.1142578125
11/27/2025 4:50:02.553000000 PM,-0.111328125
11/27/2025 4:50:02.593000000 PM,-0.1083984375
11/27/2025 4:50:02.635000000 PM,-0.1103515625
11/27/2025 4:50:02.676000000 PM,-0.109375
